Departure,Return,Departure station id,Departure station name,Return station id,Return station name,Covered distance (m),Duration (sec.)
2021-07-01T14:45:31,2021-07-01T14:52:02,306,Kauppakeskus Columbus,304,Aurinkolahdenaukio,658.0,388
2021-07-01T14:45:29,2021-07-01T14:57:21,76,Olympiastadion,91,Seurasaari,2765.0,710
2021-07-01T14:45:28,2021-07-01T15:12:22,207,Vanha Viertotie,8,Vanha kirkkopuisto,6775.0,1609
2021-07-01T14:45:27,2021-07-01T15:08:16,111,Esterinportti,234,Otto Brandtin tie,5321.0,1365
2021-07-01T14:45:25,2021-07-01T15:05:07,75,Korjaamo,40,Hakaniemi (M),2429.0,1178
2021-07-01T14:45:24,2021-07-01T15:03:15,125,Arielinkatu,18,Porthania,3391.0,1060
2021-07-01T14:45:22,2021-07-01T15:06:27,260,Herttoniemi (M),120,Mäkelänkatu,6697.0,1259
2021-07-01T14:45:21,2021-07-01T14:57:35,753,Linnuntie,399,Vähäntuvantie,2634.0,730
2021-07-01T14:45:19,2021-07-01T14:55:59,111,Esterinportti,75,Korjaamo,2093.0,636
2021-07-01T14:45:15,2021-07-01T14:54:17,6,Hietalahdentori,64,Tyynenmerenkatu,1492.0,537
2021-07-01T14:45:14,2021-07-01T15:12:25,101,Munkkivuoren ostoskeskus,22,Rautatientori / länsi,6074.0,1627
2021-07-01T14:45:09,2021-07-01T14:57:49,24,Mannerheimintie,71,Hietaniemenkatu,2213.0,755
2021-07-01T14:45:04,2021-07-01T14:48:40,711,Kirjurinkuja,731,Leppävaarankäytävä,1094.0,216
2021-07-01T14:45:01,2021-07-01T15:19:27,249,Isosaarentie,123,Näkinsilta,7561.0,2061
2021-07-01T14:45:00,2021-07-01T14:57:18,123,Näkinsilta,161,Eteläesplanadi,2080.0,727
2021-07-01T14:44:55,2021-07-01T14:45:03,207,Vanha Viertotie,207,Vanha Viertotie,0.0,6
2021-07-01T14:44:55,2021-07-01T15:02:26,110,Maistraatintori,104,Kriikunakuja,2770.0,1047
2021-07-01T14:44:52,2021-07-01T15:03:42,227,Kylävoudintie,137,Arabian kauppakeskus,3738.0,1126
2021-07-01T14:44:50,2021-07-01T14:54:51,142,Koskelantie,133,Paavalinpuisto,1829.0,597
2021-07-01T14:44:40,2021-07-01T15:22:05,59,Salmisaarenranta,113,Pasilan asema,11633.0,2241
2021-07-01T14:44:38,2021-07-01T15:06:18,111,Esterinportti,101,Munkkivuoren ostoskeskus,3965.0,1299
2021-07-01T14:44:36,2021-07-01T14:54:54,144,Käpyläntie,232,Oulunkylän asema,2119.0,614
2021-07-01T14:44:32,2021-07-01T14:59:12,82,Töölöntulli,23,Kiasma,2656.0,876
2021-07-01T14:44:30,2021-07-01T14:50:27,202,Merihaka,126,Kalasatama (M),1278.0,354
2021-07-01T14:44:29,2021-07-01T14:50:47,625,Suomenlahdentie,629,Piispanportti,1033.0,373
2021-07-01T14:44:28,2021-07-01T14:54:24,123,Näkinsilta,129,Pernajantie,1909.0,591
2021-07-01T14:44:27,2021-07-01T15:08:45,210,Pajamäki,214,Valimon asema,2638.0,1453
2021-07-01T14:44:25,2021-07-01T14:57:41,163,Lehtisaarentie,56,Luoteisväylä,2460.0,795
2021-07-01T14:44:22,2021-07-01T14:57:30,163,Lehtisaarentie,56,Luoteisväylä,2445.0,786
2021-07-01T14:44:22,2021-07-01T14:58:51,314,Lokitie,274,Voikukantie,3211.0,868
2021-07-01T14:44:22,2021-07-01T15:07:46,224,Vesakkotie,134,Haukilahdenkatu,5276.0,1403
2021-07-01T14:44:13,2021-07-01T14:57:09,219,Näyttelijäntie,396,Malminkartanonhuippu,3406.0,772
2021-07-01T14:44:12,2021-07-01T14:47:39,136,Sofianlehdonkatu,135,Velodrominrinne,614.0,202
2021-07-01T14:44:10,2021-07-01T15:10:49,306,Kauppakeskus Columbus,302,Sumukuja,950.0,1598
2021-07-01T14:44:03,2021-07-01T14:56:05,13,Merisotilaantori,19,Rautatientori / itä,2256.0,718
2021-07-01T14:43:59,2021-07-01T15:04:08,111,Esterinportti,71,Hietaniemenkatu,3360.0,1208
2021-07-01T14:43:57,2021-07-01T15:06:44,589,Haukilahdenranta,401,Koivusaari (M),5525.0,1362
2021-07-01T14:43:57,2021-07-01T15:08:37,210,Pajamäki,214,Valimon asema,2664.0,1476
2021-07-01T14:43:52,2021-07-01T14:55:26,125,Arielinkatu,243,Mustikkamaa,1186.0,689
2021-07-01T14:43:51,2021-07-01T15:12:15,27,Eerikinkatu,8,Vanha kirkkopuisto,1023.0,1698
2021-07-01T14:43:51,2021-07-01T14:52:04,5,Sepänkatu,19,Rautatientori / itä,1978.0,488
2021-07-01T14:43:47,2021-07-01T15:04:16,162,Leppäsuonaukio,162,Leppäsuonaukio,3163.0,1225
2021-07-01T14:43:46,2021-07-01T14:52:29,575,Tontunmäentie,581,Niittykumpu (M),1026.0,522
2021-07-01T14:43:42,2021-07-01T14:54:30,501,Hanasaari,505,Westendinasema,2089.0,648
2021-07-01T14:43:41,2021-07-01T14:50:59,41,Ympyrätalo,121,Vilhonvuorenkatu,1451.0,434
2021-07-01T14:43:40,2021-07-01T14:51:31,32,Eläinmuseo,30,Itämerentori,1498.0,467
2021-07-01T14:43:38,2021-07-01T14:51:05,122,Lintulahdenkatu,124,Isoisänsilta,1272.0,445
2021-07-01T14:43:37,2021-07-01T14:52:22,39,Ooppera,82,Töölöntulli,1357.0,521
2021-07-01T14:43:30,2021-07-01T14:56:58,19,Rautatientori / itä,123,Näkinsilta,1525.0,805
2021-07-01T14:43:21,2021-07-01T15:23:05,126,Kalasatama (M),54,Gyldenintie,8792.0,2387
2021-07-01T14:43:17,2021-07-01T14:49:09,585,Haukilahdenaukio,621,Hauenkalliontie,1188.0,353
2021-07-01T14:43:15,2021-07-01T14:57:45,80,Jäähalli,122,Lintulahdenkatu,3194.0,872
2021-07-01T14:43:14,2021-07-01T14:57:06,212,Tunnelitie,113,Pasilan asema,3332.0,827
2021-07-01T14:43:13,2021-07-01T14:52:12,19,Rautatientori / itä,122,Lintulahdenkatu,2111.0,536
2021-07-01T14:43:12,2021-07-01T14:58:22,63,Jätkäsaarenlaituri,24,Mannerheimintie,1897.0,907
2021-07-01T14:43:11,2021-07-01T14:48:47,161,Eteläesplanadi,12,Kanavaranta,705.0,335
2021-07-01T14:43:10,2021-07-01T14:52:21,39,Ooppera,82,Töölöntulli,1355.0,546
2021-07-01T14:43:08,2021-07-01T15:16:09,348,Siltamäki,347,Sateenkaarentie,5364.0,1977
2021-07-01T14:43:06,2021-07-01T14:57:25,163,Lehtisaarentie,56,Luoteisväylä,2605.0,858
2021-07-01T14:43:05,2021-07-01T14:55:30,127,Teurastamo,293,Korkeasaari,1723.0,741
2021-07-01T14:43:05,2021-07-01T14:59:52,92,Saunalahdentie,72,Eteläinen Hesperiankatu,3830.0,1003
2021-07-01T14:43:02,2021-07-01T14:47:21,141,Intiankatu,137,Arabian kauppakeskus,867.0,255
2021-07-01T14:42:58,2021-07-01T14:45:19,140,Verkatehtaanpuisto,140,Verkatehtaanpuisto,10.0,136
2021-07-01T14:42:58,2021-07-01T14:52:25,579,Niittymaa,629,Piispanportti,2528.0,566
2021-07-01T14:42:55,2021-07-01T14:49:06,585,Haukilahdenaukio,621,Hauenkalliontie,1184.0,369
2021-07-01T14:42:54,2021-07-01T15:02:20,239,Viikin tiedepuisto,142,Koskelantie,4171.0,1162
2021-07-01T14:42:52,2021-07-01T14:49:36,126,Kalasatama (M),87,Kustaankatu,1337.0,399
2021-07-01T14:42:51,2021-07-01T14:53:42,71,Hietaniemenkatu,30,Itämerentori,1717.0,647
2021-07-01T14:42:50,2021-07-01T14:50:55,24,Mannerheimintie,37,Töölönkatu,1162.0,483
2021-07-01T14:42:46,2021-07-01T15:01:53,30,Itämerentori,201,Länsisatamankuja,1529.0,1142
2021-07-01T14:42:43,2021-07-01T14:56:45,6,Hietalahdentori,69,Kalevankatu,804.0,836
2021-07-01T14:42:43,2021-07-01T14:55:33,127,Teurastamo,293,Korkeasaari,1721.0,766
2021-07-01T14:42:39,2021-07-01T14:51:43,517,Länsituuli,505,Westendinasema,1327.0,541
2021-07-01T14:42:33,2021-07-01T15:03:02,232,Oulunkylän asema,113,Pasilan asema,4709.0,1228
2021-07-01T14:42:31,2021-07-01T14:59:08,24,Mannerheimintie,71,Hietaniemenkatu,2215.0,992
2021-07-01T14:42:27,2021-07-01T14:52:16,2,Laivasillankatu,19,Rautatientori / itä,1641.0,585
2021-07-01T14:42:27,2021-07-01T14:53:45,71,Hietaniemenkatu,30,Itämerentori,1717.0,673
2021-07-01T14:42:26,2021-07-01T14:55:35,64,Tyynenmerenkatu,149,Toinen linja,3849.0,785
2021-07-01T14:42:26,2021-07-01T14:52:46,45,Brahen kenttä,113,Pasilan asema,1835.0,614
2021-07-01T14:42:26,2021-07-01T14:50:48,621,Hauenkalliontie,625,Suomenlahdentie,1008.0,498
2021-07-01T14:42:25,2021-07-01T14:48:46,727,Ratsutori,711,Kirjurinkuja,1100.0,377
2021-07-01T14:42:24,2021-07-01T14:50:15,61,Länsisatamankatu,69,Kalevankatu,1490.0,466
2021-07-01T14:42:24,2021-07-01T14:49:31,505,Westendinasema,515,Oravannahkatori,1651.0,422
2021-07-01T14:42:24,2021-07-01T14:57:07,19,Rautatientori / itä,22,Rautatientori / länsi,3811.0,882
2021-07-01T14:42:20,2021-07-01T14:47:15,361,Huhtakuja,356,Laulurastaantie,1005.0,295
2021-07-01T14:42:18,2021-07-01T14:47:54,306,Kauppakeskus Columbus,304,Aurinkolahdenaukio,643.0,331
2021-07-01T14:42:16,2021-07-01T14:47:28,286,Mamsellimyllynkatu,291,Itäkeskus Metrovarikko,1368.0,309
2021-07-01T14:42:11,2021-07-01T14:45:35,579,Niittymaa,581,Niittykumpu (M),702.0,200
2021-07-01T14:42:11,2021-07-01T14:52:38,120,Mäkelänkatu,113,Pasilan asema,2283.0,626
2021-07-01T14:42:03,2021-07-01T15:02:14,239,Viikin tiedepuisto,142,Koskelantie,4208.0,1207
2021-07-01T14:42:01,2021-07-01T14:47:06,64,Tyynenmerenkatu,6,Hietalahdentori,1182.0,304
2021-07-01T14:42:00,2021-07-01T14:46:11,52,Heikkilänaukio,54,Gyldenintie,659.0,247
2021-07-01T14:41:59,2021-07-01T15:02:55,232,Oulunkylän asema,113,Pasilan asema,4637.0,1251
2021-07-01T14:41:53,2021-07-01T14:49:33,132,Hollolantie,113,Pasilan asema,1442.0,459
2021-07-01T14:41:47,2021-07-01T14:49:05,19,Rautatientori / itä,41,Ympyrätalo,1345.0,435
2021-07-01T14:41:45,2021-07-01T14:46:05,101,Munkkivuoren ostoskeskus,100,Teljäntie,812.0,257
2021-07-01T14:41:44,2021-07-01T14:53:24,41,Ympyrätalo,125,Arielinkatu,2199.0,695
2021-07-01T14:41:44,2021-07-01T14:50:46,209,Takomotie,219,Näyttelijäntie,2297.0,541
2021-07-01T14:41:42,2021-07-01T14:57:46,239,Viikin tiedepuisto,133,Paavalinpuisto,4729.0,961
2021-07-01T14:41:40,2021-07-01T14:45:21,543,Otaranta,541,"Aalto-yliopisto (M), Korkeakouluaukio",659.0,217
2021-07-01T14:41:35,2021-07-01T14:47:56,114,Ratapihantie,118,Fleminginkatu,1163.0,377
2021-07-01T14:41:30,2021-07-01T14:49:24,118,Fleminginkatu,114,Ratapihantie,1168.0,469
2021-07-01T14:41:30,2021-07-01T14:41:49,120,Mäkelänkatu,120,Mäkelänkatu,0.0,19
2021-07-01T14:41:26,2021-07-01T15:13:58,387,Kauppakeskus Kaari,371,Savela,6673.0,1947
2021-07-01T14:41:24,2021-07-01T14:51:04,126,Kalasatama (M),137,Arabian kauppakeskus,1978.0,575
2021-07-01T14:41:24,2021-07-01T15:10:22,71,Hietaniemenkatu,6,Hietalahdentori,3538.0,1734
2021-07-01T14:41:21,2021-07-01T15:09:06,112,Rautatieläisenkatu,124,Isoisänsilta,4126.0,1660
2021-07-01T14:41:17,2021-07-01T15:59:28,6,Hietalahdentori,6,Hietalahdentori,2519.0,4687
2021-07-01T14:41:17,2021-07-01T14:46:00,279,Puotinkylän kartano,281,Puotila (M),1035.0,279
2021-07-01T14:41:14,2021-07-01T14:48:59,42,Haapaniemenkatu,118,Fleminginkatu,1315.0,460
2021-07-01T14:41:13,2021-07-01T15:07:31,369,Pukinmäen asema,235,Katariina Saksilaisen katu,5294.0,1574
2021-07-01T14:41:04,2021-07-01T15:10:26,71,Hietaniemenkatu,6,Hietalahdentori,3555.0,1758
2021-07-01T14:41:02,2021-07-01T14:47:15,150,Töölönlahden puisto,63,Jätkäsaarenlaituri,1754.0,367
2021-07-01T14:41:00,2021-07-01T15:01:55,549,Maarinranta,549,Maarinranta,1786.0,1249
2021-07-01T14:40:59,2021-07-01T14:50:51,24,Mannerheimintie,73,Kesäkatu,2215.0,586
2021-07-01T14:40:58,2021-07-01T14:50:49,24,Mannerheimintie,73,Kesäkatu,2240.0,585
2021-07-01T14:40:54,2021-07-01T14:53:48,112,Rautatieläisenkatu,213,Huopalahden asema,3284.0,773
2021-07-01T14:40:49,2021-07-01T14:53:44,549,Maarinranta,539,"Aalto-yliopisto (M), Tietotie",1741.0,770
2021-07-01T14:40:48,2021-07-01T14:47:27,21,Töölönlahdenkatu,27,Eerikinkatu,751.0,397
2021-07-01T14:40:47,2021-07-01T14:57:54,124,Isoisänsilta,131,Elimäenkatu,2999.0,1023
2021-07-01T14:40:45,2021-07-01T14:50:44,36,Apollonkatu,30,Itämerentori,1992.0,596
2021-07-01T14:40:43,2021-07-01T14:52:25,202,Merihaka,128,Päijänteentie,1590.0,698
2021-07-01T14:40:36,2021-07-01T14:56:47,149,Toinen linja,41,Ympyrätalo,3634.0,970
2021-07-01T14:40:35,2021-07-01T14:52:06,137,Arabian kauppakeskus,113,Pasilan asema,2238.0,685
2021-07-01T14:40:32,2021-07-01T14:43:42,402,Bermudankuja,62,Välimerenkatu,641.0,185
2021-07-01T14:40:31,2021-07-01T14:46:04,49,Annankatu,19,Rautatientori / itä,922.0,330
2021-07-01T14:40:28,2021-07-01T14:56:01,31,Marian sairaala,45,Brahen kenttä,3381.0,929
2021-07-01T14:40:24,2021-07-01T14:47:07,387,Kauppakeskus Kaari,221,Thalianaukio,1423.0,398
2021-07-01T14:40:24,2021-07-01T14:53:04,138,Arabiankatu,121,Vilhonvuorenkatu,2891.0,757
2021-07-01T14:40:22,2021-07-01T15:25:33,65,Hernesaarenranta,126,Kalasatama (M),8225.0,2709
2021-07-01T14:40:22,2021-07-01T14:54:03,161,Eteläesplanadi,64,Tyynenmerenkatu,2542.0,817
2021-07-01T14:40:20,2021-07-01T15:31:18,24,Mannerheimintie,402,Bermudankuja,6971.0,3052
2021-07-01T14:40:16,2021-07-01T14:54:07,241,Agronominkatu,364,Ala-Malmin tori,3533.0,830
2021-07-01T14:40:14,2021-07-01T14:44:44,404,Sompasaari,121,Vilhonvuorenkatu,857.0,266
2021-07-01T14:40:12,2021-07-01T14:48:23,64,Tyynenmerenkatu,21,Töölönlahdenkatu,2471.0,489
2021-07-01T14:40:03,2021-07-01T14:46:42,25,Narinkka,70,Sammonpuistikko,1023.0,301
2021-07-01T14:40:02,2021-07-01T15:00:38,112,Rautatieläisenkatu,379,Paloheinän kirjasto,5780.0,1231
2021-07-01T14:39:59,2021-07-01T14:46:29,19,Rautatientori / itä,31,Marian sairaala,1441.0,386
2021-07-01T14:39:53,2021-07-01T14:48:09,52,Heikkilänaukio,54,Gyldenintie,1016.0,490
2021-07-01T14:39:52,2021-07-01T14:57:32,133,Paavalinpuisto,113,Pasilan asema,2552.0,1054
2021-07-01T14:39:51,2021-07-01T14:42:32,93,Torpanranta,94,Laajalahden aukio,443.0,156
2021-07-01T14:39:49,2021-07-01T14:44:04,64,Tyynenmerenkatu,30,Itämerentori,1129.0,254
2021-07-01T14:39:49,2021-07-01T14:42:34,731,Leppävaarankäytävä,737,Muurarinkuja,392.0,160
2021-07-01T14:39:49,2021-07-01T14:41:25,621,Hauenkalliontie,621,Hauenkalliontie,2.0,91
2021-07-01T14:39:40,2021-07-01T14:51:00,112,Rautatieläisenkatu,118,Fleminginkatu,1826.0,679
2021-07-01T14:39:37,2021-07-01T14:42:33,541,"Aalto-yliopisto (M), Korkeakouluaukio",547,Jämeräntaival,690.0,172
2021-07-01T14:39:35,2021-07-01T14:51:49,27,Eerikinkatu,65,Hernesaarenranta,2070.0,729
2021-07-01T14:39:33,2021-07-01T14:53:13,19,Rautatientori / itä,7,Designmuseo,1279.0,822
2021-07-01T14:39:31,2021-07-01T14:56:48,565,Mankkaanaukio,555,Kalevalantie,2681.0,1033
2021-07-01T14:39:31,2021-07-01T14:58:32,235,Katariina Saksilaisen katu,122,Lintulahdenkatu,5613.0,1137
2021-07-01T14:39:30,2021-07-01T14:42:27,573,Urheilupuisto (M),575,Tontunmäentie,605.0,175
2021-07-01T14:39:26,2021-07-01T15:35:26,218,Pohjois-Haagan asema,44,Sörnäinen (M),9728.0,3352
2021-07-01T14:39:23,2021-07-01T14:46:38,10,Kasarmitori,21,Töölönlahdenkatu,1221.0,430
2021-07-01T14:39:21,2021-07-01T14:50:55,517,Länsituuli,581,Niittykumpu (M),2227.0,690
2021-07-01T14:39:18,2021-07-01T14:51:26,203,Opastinsilta,44,Sörnäinen (M),2344.0,688
2021-07-01T14:39:16,2021-07-01T14:42:50,46,Diakoniapuisto,41,Ympyrätalo,899.0,213
2021-07-01T14:39:15,2021-07-01T14:52:52,293,Korkeasaari,123,Näkinsilta,2495.0,813
2021-07-01T14:39:15,2021-07-01T14:51:19,22,Rautatientori / länsi,118,Fleminginkatu,3099.0,722
2021-07-01T14:39:14,2021-07-01T15:04:48,23,Kiasma,51,Itälahdenkatu,4612.0,1530
2021-07-01T14:38:52,2021-07-01T14:58:42,19,Rautatientori / itä,134,Haukilahdenkatu,4445.0,1187
2021-07-01T14:38:46,2021-07-01T14:49:54,281,Puotila (M),281,Puotila (M),0.0,664
2021-07-01T14:38:45,2021-07-01T15:08:42,218,Pohjois-Haagan asema,21,Töölönlahdenkatu,8646.0,1797
2021-07-01T14:38:43,2021-07-01T14:46:53,149,Toinen linja,113,Pasilan asema,2144.0,485
2021-07-01T14:38:40,2021-07-01T14:54:08,218,Pohjois-Haagan asema,711,Kirjurinkuja,3865.0,924
2021-07-01T14:38:39,2021-07-01T14:40:58,215,Pitäjänmäen asema,210,Pajamäki,686.0,138
2021-07-01T14:38:37,2021-07-01T15:04:20,120,Mäkelänkatu,22,Rautatientori / länsi,3778.0,1542
2021-07-01T14:38:28,2021-07-01T16:26:10,205,Ilmalan asema,112,Rautatieläisenkatu,1041.0,6458
2021-07-01T14:38:28,2021-07-01T14:41:54,355,Halmetie,352,Tapanilan asema,753.0,202
2021-07-01T14:38:28,2021-07-01T14:49:39,583,Haukilahdensolmu,625,Suomenlahdentie,2336.0,670
2021-07-01T14:38:26,2021-07-01T14:50:37,284,Myllypuro (M),286,Mamsellimyllynkatu,1752.0,727
2021-07-01T14:38:22,2021-07-01T14:47:42,45,Brahen kenttä,150,Töölönlahden puisto,2191.0,556
2021-07-01T14:38:19,2021-07-01T15:04:24,29,Baana,37,Töölönkatu,2348.0,1560
2021-07-01T14:38:17,2021-07-01T14:58:16,109,Hertanmäenkatu,138,Arabiankatu,4028.0,1197
2021-07-01T14:38:11,2021-07-01T14:53:41,6,Hietalahdentori,53,Heikkiläntie,0.0,925
2021-07-01T14:38:09,2021-07-01T14:48:58,555,Kalevalantie,571,Tapiolan urheilupuisto,1721.0,644
2021-07-01T14:38:02,2021-07-01T14:44:05,82,Töölöntulli,76,Olympiastadion,1049.0,360
2021-07-01T14:38:00,2021-07-01T14:57:02,64,Tyynenmerenkatu,36,Apollonkatu,2352.0,1137
2021-07-01T14:37:59,2021-07-01T14:49:02,591,Mellstenintie,573,Urheilupuisto (M),2499.0,657
2021-07-01T14:37:56,2021-07-01T14:41:12,259,Petter Wetterin tie,256,Herttoniemenranta,571.0,192
2021-07-01T14:37:51,2021-07-01T14:57:16,64,Tyynenmerenkatu,45,Brahen kenttä,4726.0,1163
2021-07-01T14:37:50,2021-07-01T14:48:14,64,Tyynenmerenkatu,26,Kamppi (M),1860.0,619
2021-07-01T14:37:50,2021-07-01T15:04:21,29,Baana,37,Töölönkatu,2335.0,1590
2021-07-01T14:37:48,2021-07-01T14:49:12,203,Opastinsilta,20,Kaisaniemenpuisto,3161.0,680
2021-07-01T14:37:38,2021-07-01T14:53:24,126,Kalasatama (M),140,Verkatehtaanpuisto,3564.0,944
2021-07-01T14:37:34,2021-07-01T15:04:30,29,Baana,37,Töölönkatu,2336.0,1611
2021-07-01T14:37:33,2021-07-01T14:39:53,293,Korkeasaari,124,Isoisänsilta,359.0,135
2021-07-01T14:37:33,2021-07-01T14:43:27,120,Mäkelänkatu,137,Arabian kauppakeskus,1584.0,350
2021-07-01T14:37:33,2021-07-01T14:47:42,41,Ympyrätalo,9,Erottajan aukio,2121.0,605
2021-07-01T14:37:32,2021-07-01T15:03:27,240,Viikin normaalikoulu,124,Isoisänsilta,7291.0,1551
2021-07-01T14:37:31,2021-07-01T14:57:19,239,Viikin tiedepuisto,134,Haukilahdenkatu,4649.0,1186
2021-07-01T14:37:29,2021-07-01T14:41:02,355,Halmetie,361,Huhtakuja,651.0,212
2021-07-01T14:37:25,2021-07-01T14:46:52,137,Arabian kauppakeskus,127,Teurastamo,1801.0,562
2021-07-01T14:37:23,2021-07-01T14:55:04,71,Hietaniemenkatu,74,Rajasaarentie,2932.0,1057
2021-07-01T14:37:14,2021-07-01T14:37:37,64,Tyynenmerenkatu,64,Tyynenmerenkatu,0.0,19
2021-07-01T14:37:13,2021-07-01T14:53:45,121,Vilhonvuorenkatu,66,Ehrenströmintie,0.0,988
2021-07-01T14:37:13,2021-07-01T14:47:32,38,Töölöntori,24,Mannerheimintie,1872.0,614
2021-07-01T14:37:05,2021-07-01T14:47:38,25,Narinkka,71,Hietaniemenkatu,1964.0,629
