Departure,Return,Departure station id,Departure station name,Return station id,Return station name,Covered distance (m),Duration (sec.)
2021-06-01T20:55:34,2021-06-01T21:00:28,202,Merihaka,16,Liisanpuistikko,1108.0,289
2021-06-01T20:55:31,2021-06-01T21:14:47,71,Hietaniemenkatu,41,Ympyrätalo,3461.0,1151
2021-06-01T20:55:27,2021-06-01T21:01:33,113,Pasilan asema,132,Hollolantie,1438.0,365
2021-06-01T20:55:26,2021-06-01T21:14:46,71,Hietaniemenkatu,41,Ympyrätalo,3434.0,1155
2021-06-01T20:55:24,2021-06-01T21:38:41,8,Vanha kirkkopuisto,527,Otsolahti,8202.0,2592
2021-06-01T20:55:23,2021-06-01T21:03:08,101,Munkkivuoren ostoskeskus,95,Munkkiniemen aukio,1237.0,464
2021-06-01T20:55:20,2021-06-01T21:14:23,73,Kesäkatu,117,Brahen puistikko,2885.0,1139
2021-06-01T20:55:18,2021-06-01T21:03:08,51,Itälahdenkatu,51,Itälahdenkatu,677.0,465
2021-06-01T20:55:17,2021-06-01T21:34:33,268,Porolahden koulu,245,Kulosaari (M),3336.0,2351
2021-06-01T20:55:16,2021-06-01T21:05:05,18,Porthania,37,Töölönkatu,1901.0,587
2021-06-01T20:55:12,2021-06-01T21:09:14,138,Arabiankatu,404,Sompasaari,3050.0,837
2021-06-01T20:55:10,2021-06-01T21:20:42,94,Laajalahden aukio,71,Hietaniemenkatu,4980.0,1527
2021-06-01T20:55:10,2021-06-01T21:06:41,238,Pihlajamäki,240,Viikin normaalikoulu,1918.0,687
2021-06-01T20:55:09,2021-06-01T20:55:30,149,Toinen linja,149,Toinen linja,0.0,16
2021-06-01T20:55:05,2021-06-01T21:08:59,46,Diakoniapuisto,63,Jätkäsaarenlaituri,3567.0,829
2021-06-01T20:54:54,2021-06-01T21:39:52,30,Itämerentori,16,Liisanpuistikko,6172.0,2697
2021-06-01T20:54:51,2021-06-01T21:04:06,26,Kamppi (M),61,Länsisatamankatu,2195.0,551
2021-06-01T20:54:46,2021-06-01T21:18:45,243,Mustikkamaa,249,Isosaarentie,5278.0,1434
2021-06-01T20:54:46,2021-06-01T21:22:41,631,Friisilänaukio,511,Sateentie,5531.0,1674
2021-06-01T20:54:45,2021-06-01T21:22:47,631,Friisilänaukio,511,Sateentie,5533.0,1678
2021-06-01T20:54:38,2021-06-01T21:01:58,31,Marian sairaala,75,Korjaamo,1970.0,437
2021-06-01T20:54:35,2021-06-01T21:04:33,705,Laajalahden keskus,721,Säterinrinne,1434.0,596
2021-06-01T20:54:31,2021-06-01T20:59:34,45,Brahen kenttä,44,Sörnäinen (M),639.0,296
2021-06-01T20:54:30,2021-06-01T21:12:40,203,Opastinsilta,124,Isoisänsilta,3863.0,1084
2021-06-01T20:54:22,2021-06-01T20:58:29,7,Designmuseo,24,Mannerheimintie,798.0,243
2021-06-01T20:54:21,2021-06-01T20:57:56,573,Urheilupuisto (M),579,Niittymaa,516.0,210
2021-06-01T20:54:16,2021-06-01T21:05:34,103,Vihdintie,213,Huopalahden asema,1653.0,676
2021-06-01T20:54:15,2021-06-01T21:18:11,119,Gebhardinaukio,213,Huopalahden asema,5009.0,1435
2021-06-01T20:54:13,2021-06-01T20:54:23,631,Friisilänaukio,631,Friisilänaukio,0.0,8
2021-06-01T20:54:10,2021-06-01T21:21:52,140,Verkatehtaanpuisto,260,Herttoniemi (M),6068.0,1661
2021-06-01T20:54:10,2021-06-02T17:26:25,131,Elimäenkatu,362,Teerisuontie,9154.0,1753
2021-06-01T20:54:08,2021-06-01T21:00:50,239,Viikin tiedepuisto,237,Aulangontie,1147.0,397
2021-06-01T20:54:04,2021-06-01T20:58:44,70,Sammonpuistikko,26,Kamppi (M),772.0,278
2021-06-01T20:54:03,2021-06-01T21:05:09,16,Liisanpuistikko,43,Karhupuisto,1482.0,662
2021-06-01T20:53:59,2021-06-01T21:24:11,6,Hietalahdentori,513,Hakalehto,8901.0,1809
2021-06-01T20:53:56,2021-06-01T21:05:07,78,Messeniuksenkatu,149,Toinen linja,2110.0,672
2021-06-01T20:53:50,2021-06-01T21:00:34,124,Isoisänsilta,202,Merihaka,1447.0,400
2021-06-01T20:53:48,2021-06-01T21:12:45,259,Petter Wetterin tie,272,Marjaniementie,3687.0,1133
2021-06-01T20:53:47,2021-06-01T20:56:47,87,Kustaankatu,43,Karhupuisto,571.0,176
2021-06-01T20:53:45,2021-06-01T21:05:09,146,Pohjolanaukio,137,Arabian kauppakeskus,2158.0,680
2021-06-01T20:53:45,2021-06-01T21:06:45,218,Pohjois-Haagan asema,225,Maunula,3565.0,780
2021-06-01T20:53:43,2021-06-01T20:53:50,131,Elimäenkatu,131,Elimäenkatu,0.0,6
2021-06-01T20:53:42,2021-06-01T21:06:47,202,Merihaka,9,Erottajan aukio,2805.0,785
2021-06-01T20:53:40,2021-06-01T21:11:35,101,Munkkivuoren ostoskeskus,100,Teljäntie,1027.0,1074
2021-06-01T20:53:38,2021-06-01T21:22:35,140,Verkatehtaanpuisto,260,Herttoniemi (M),5807.0,1732
2021-06-01T20:53:38,2021-06-01T21:04:50,146,Pohjolanaukio,137,Arabian kauppakeskus,2280.0,671
2021-06-01T20:53:22,2021-06-01T21:04:42,71,Hietaniemenkatu,30,Itämerentori,1792.0,675
2021-06-01T20:53:21,2021-06-01T22:17:08,6,Hietalahdentori,71,Hietaniemenkatu,1999.0,803
2021-06-01T20:53:21,2021-06-01T21:04:40,71,Hietaniemenkatu,30,Itämerentori,1784.0,675
2021-06-01T20:53:12,2021-06-01T21:16:03,501,Hanasaari,547,Jämeräntaival,3485.0,1368
2021-06-01T20:53:11,2021-06-01T21:24:18,6,Hietalahdentori,513,Hakalehto,8678.0,1862
2021-06-01T20:53:07,2021-06-01T21:15:55,501,Hanasaari,547,Jämeräntaival,3660.0,1365
2021-06-01T20:53:03,2021-06-01T21:10:34,763,Kalkkipellonmäki,207,Vanha Viertotie,4205.0,1050
2021-06-01T20:53:01,2021-06-01T21:00:17,140,Verkatehtaanpuisto,137,Arabian kauppakeskus,1404.0,431
2021-06-01T20:52:59,2021-06-01T21:15:47,241,Agronominkatu,133,Paavalinpuisto,6227.0,1367
2021-06-01T20:52:58,2021-06-01T20:56:08,30,Itämerentori,63,Jätkäsaarenlaituri,780.0,186
2021-06-01T20:52:56,2021-06-01T21:03:45,141,Intiankatu,126,Kalasatama (M),3465.0,643
2021-06-01T20:52:52,2021-06-01T21:02:58,280,Puotilan ostoskeskus,313,Rastila (M),2438.0,602
2021-06-01T20:52:50,2021-06-01T22:47:21,71,Hietaniemenkatu,68,Albertinkatu,2223.0,579
2021-06-01T20:52:48,2021-06-01T21:10:03,12,Kanavaranta,36,Apollonkatu,2632.0,1030
2021-06-01T20:52:45,2021-06-01T21:03:33,1,Kaivopuisto,5,Sepänkatu,1143.0,644
2021-06-01T20:52:38,2021-06-01T22:54:17,44,Sörnäinen (M),63,Jätkäsaarenlaituri,4465.0,970
2021-06-01T20:52:34,2021-06-01T21:03:22,1,Kaivopuisto,5,Sepänkatu,1131.0,644
2021-06-01T20:52:33,2021-06-01T21:12:59,262,Siilitie (M),241,Agronominkatu,4057.0,1222
2021-06-01T20:52:32,2021-06-01T21:03:37,131,Elimäenkatu,149,Toinen linja,1780.0,660
2021-06-01T20:52:31,2021-06-01T21:11:35,262,Siilitie (M),241,Agronominkatu,4037.0,1140
2021-06-01T20:52:29,2021-06-01T20:52:39,241,Agronominkatu,241,Agronominkatu,0.0,11
2021-06-01T20:52:25,2021-06-01T21:12:14,56,Luoteisväylä,90,Paciuksenkaari,5382.0,1185
2021-06-01T20:52:24,2021-06-01T20:58:50,19,Rautatientori / itä,41,Ympyrätalo,1518.0,385
2021-06-01T20:52:22,2021-06-01T20:57:43,291,Itäkeskus Metrovarikko,275,Itäkeskus (M),865.0,315
2021-06-01T20:52:20,2021-06-01T21:05:58,121,Vilhonvuorenkatu,137,Arabian kauppakeskus,2462.0,816
2021-06-01T20:52:19,2021-06-01T21:16:56,72,Eteläinen Hesperiankatu,34,Kansallismuseo,1866.0,1472
2021-06-01T20:52:18,2021-06-01T21:01:10,74,Rajasaarentie,33,Kauppakorkeakoulu,1870.0,526
2021-06-01T20:52:18,2021-06-01T21:13:26,735,Mestarinkatu,213,Huopalahden asema,4988.0,1267
2021-06-01T20:52:14,2021-06-01T21:11:32,243,Mustikkamaa,15,Ritarikatu,4167.0,1154
2021-06-01T20:52:11,2021-06-01T20:56:18,85,Jalavatie,89,Tilkanvierto,653.0,242
2021-06-01T20:52:08,2021-06-01T21:05:09,114,Ratapihantie,72,Eteläinen Hesperiankatu,2905.0,776
2021-06-01T20:52:05,2021-06-01T21:02:08,404,Sompasaari,44,Sörnäinen (M),1325.0,594
2021-06-01T20:52:02,2021-06-01T21:05:42,121,Vilhonvuorenkatu,137,Arabian kauppakeskus,2426.0,818
2021-06-01T20:52:00,2021-06-01T20:56:19,290,Vallilan varikko,133,Paavalinpuisto,261.0,255
2021-06-01T20:52:00,2021-06-01T21:03:09,9,Erottajan aukio,30,Itämerentori,2097.0,651
2021-06-01T20:51:57,2021-06-01T21:18:31,141,Intiankatu,9,Erottajan aukio,6044.0,1579
2021-06-01T20:51:53,2021-06-01T21:06:51,73,Kesäkatu,34,Kansallismuseo,2168.0,893
2021-06-01T20:51:51,2021-06-01T20:57:44,559,Pohjankulma,573,Urheilupuisto (M),1498.0,349
2021-06-01T20:51:49,2021-06-01T21:09:55,124,Isoisänsilta,16,Liisanpuistikko,3085.0,1083
2021-06-01T20:51:44,2021-06-01T21:07:09,593,Toppelundintie,596,Toppelundinportti,2329.0,921
2021-06-01T20:51:39,2021-06-01T20:58:22,627,Piispansilta,603,Matinlahdenranta,1704.0,401
2021-06-01T20:51:35,2021-06-01T21:05:18,128,Päijänteentie,236,Hernepellontie,4370.0,822
2021-06-01T20:51:30,2021-06-01T21:00:26,95,Munkkiniemen aukio,207,Vanha Viertotie,0.0,534
2021-06-01T20:51:24,2021-06-01T21:11:55,95,Munkkiniemen aukio,91,Seurasaari,2589.0,1226
2021-06-01T20:51:24,2021-06-01T20:55:52,541,"Aalto-yliopisto (M), Korkeakouluaukio",547,Jämeräntaival,690.0,264
2021-06-01T20:51:19,2021-06-01T20:56:10,30,Itämerentori,63,Jätkäsaarenlaituri,526.0,277
2021-06-01T20:51:13,2021-06-01T20:55:20,137,Arabian kauppakeskus,138,Arabiankatu,855.0,240
2021-06-01T20:51:10,2021-06-01T20:51:19,627,Piispansilta,627,Piispansilta,0.0,11
2021-06-01T20:51:10,2021-06-01T20:54:22,229,Käskynhaltijantie,230,Mäkitorpantie,749.0,188
2021-06-01T20:51:02,2021-06-01T21:01:45,239,Viikin tiedepuisto,234,Otto Brandtin tie,2262.0,638
2021-06-01T20:51:01,2021-06-01T21:00:35,113,Pasilan asema,78,Messeniuksenkatu,1647.0,568
2021-06-01T20:50:58,2021-06-01T20:56:38,59,Salmisaarenranta,57,Lauttasaaren ostoskeskus,1331.0,335
2021-06-01T20:50:56,2021-06-01T20:53:52,145,Pohjolankatu,146,Pohjolanaukio,728.0,172
2021-06-01T20:50:50,2021-06-01T21:11:34,573,Urheilupuisto (M),547,Jämeräntaival,4698.0,1241
2021-06-01T20:50:45,2021-06-01T20:55:42,137,Arabian kauppakeskus,138,Arabiankatu,897.0,300
2021-06-01T20:50:45,2021-06-01T21:08:08,76,Olympiastadion,205,Ilmalan asema,3034.0,1038
2021-06-01T20:50:45,2021-06-01T20:51:06,73,Kesäkatu,73,Kesäkatu,0.0,17
2021-06-01T20:50:44,2021-06-01T20:55:26,127,Teurastamo,122,Lintulahdenkatu,841.0,278
2021-06-01T20:50:42,2021-06-01T21:08:54,81,Stenbäckinkatu,121,Vilhonvuorenkatu,3546.0,1087
2021-06-01T20:50:42,2021-06-01T21:04:23,86,Kuusitie,208,Valimotie,3181.0,815
2021-06-01T20:50:41,2021-06-01T21:04:20,41,Ympyrätalo,133,Paavalinpuisto,2329.0,815
2021-06-01T20:50:39,2021-06-01T20:55:23,127,Teurastamo,122,Lintulahdenkatu,839.0,280
2021-06-01T20:50:38,2021-06-01T20:54:25,549,Maarinranta,557,Louhentori,790.0,222
2021-06-01T20:50:33,2021-06-01T20:57:16,7,Designmuseo,22,Rautatientori / länsi,1186.0,398
2021-06-01T20:50:32,2021-06-01T21:12:20,213,Huopalahden asema,101,Munkkivuoren ostoskeskus,2591.0,1304
2021-06-01T20:50:29,2021-06-01T21:40:07,263,Herttoniemen kirkko,127,Teurastamo,10120.0,2974
2021-06-01T20:50:28,2021-06-01T20:54:16,29,Baana,31,Marian sairaala,771.0,223
2021-06-01T20:50:13,2021-06-01T20:57:46,140,Verkatehtaanpuisto,137,Arabian kauppakeskus,1408.0,448
2021-06-01T20:50:13,2021-06-01T20:55:26,541,"Aalto-yliopisto (M), Korkeakouluaukio",547,Jämeräntaival,888.0,309
2021-06-01T20:50:12,2021-06-01T20:54:20,761,Mäkkylän asema,711,Kirjurinkuja,994.0,243
2021-06-01T20:50:08,2021-06-01T20:54:30,761,Mäkkylän asema,711,Kirjurinkuja,985.0,261
2021-06-01T20:50:07,2021-06-01T20:58:56,22,Rautatientori / länsi,16,Liisanpuistikko,1543.0,528
2021-06-01T20:50:06,2021-06-01T21:17:36,12,Kanavaranta,57,Lauttasaaren ostoskeskus,4922.0,1649
2021-06-01T20:50:03,2021-06-01T20:59:30,113,Pasilan asema,105,Tilkantori,2856.0,563
2021-06-01T20:50:01,2021-06-01T21:04:49,251,Laajasalon ostoskeskus,405,Jollas,2113.0,884
2021-06-01T20:50:01,2021-06-01T20:57:00,124,Isoisänsilta,121,Vilhonvuorenkatu,1088.0,415
2021-06-01T20:50:00,2021-06-01T20:59:40,44,Sörnäinen (M),39,Ooppera,2142.0,582
2021-06-01T20:49:59,2021-06-01T21:02:16,46,Diakoniapuisto,138,Arabiankatu,2960.0,729
2021-06-01T20:49:58,2021-06-01T20:53:05,75,Korjaamo,80,Jäähalli,709.0,186
2021-06-01T20:49:58,2021-06-01T20:56:14,745,Leppävaaran urheilupuisto,731,Leppävaarankäytävä,1016.0,372
2021-06-01T20:49:57,2021-06-01T21:10:04,17,Varsapuistikko,150,Töölönlahden puisto,3201.0,1201
2021-06-01T20:49:45,2021-06-01T21:04:48,133,Paavalinpuisto,78,Messeniuksenkatu,3275.0,897
2021-06-01T20:49:44,2021-06-01T20:55:26,26,Kamppi (M),68,Albertinkatu,847.0,327
2021-06-01T20:49:44,2021-06-01T21:02:27,135,Velodrominrinne,44,Sörnäinen (M),2442.0,758
2021-06-01T20:49:36,2021-06-01T20:54:10,163,Lehtisaarentie,543,Otaranta,1437.0,270
2021-06-01T20:49:34,2021-06-01T21:19:22,245,Kulosaari (M),22,Rautatientori / länsi,5297.0,1788
2021-06-01T20:49:33,2021-06-01T21:14:17,75,Korjaamo,209,Takomotie,5431.0,1483
2021-06-01T20:49:32,2021-06-01T21:04:42,150,Töölönlahden puisto,113,Pasilan asema,3250.0,908
2021-06-01T20:49:30,2021-06-01T20:55:51,69,Kalevankatu,5,Sepänkatu,1748.0,380
2021-06-01T20:49:29,2021-06-01T20:52:16,94,Laajalahden aukio,95,Munkkiniemen aukio,504.0,162
2021-06-01T20:49:29,2021-06-01T20:49:52,41,Ympyrätalo,41,Ympyrätalo,0.0,22
2021-06-01T20:49:27,2021-06-01T21:06:47,85,Jalavatie,85,Jalavatie,3928.0,1034
2021-06-01T20:49:25,2021-06-01T20:53:39,30,Itämerentori,31,Marian sairaala,867.0,249
2021-06-01T20:49:23,2021-06-01T21:17:01,6,Hietalahdentori,82,Töölöntulli,4741.0,1653
2021-06-01T20:49:22,2021-06-01T20:56:58,22,Rautatientori / länsi,7,Designmuseo,1042.0,452
2021-06-01T20:49:21,2021-06-01T20:53:50,133,Paavalinpuisto,137,Arabian kauppakeskus,775.0,268
2021-06-01T20:49:19,2021-06-01T21:09:42,373,Mikkolantie,231,Siltavoudintie,3260.0,1221
2021-06-01T20:49:17,2021-06-01T21:11:08,256,Herttoniemenranta,41,Ympyrätalo,5141.0,1305
2021-06-01T20:49:14,2021-06-01T21:05:15,74,Rajasaarentie,32,Eläinmuseo,2586.0,959
2021-06-01T20:49:09,2021-06-01T21:08:06,26,Kamppi (M),90,Paciuksenkaari,3898.0,1131
2021-06-01T20:49:09,2021-06-01T21:12:44,69,Kalevankatu,41,Ympyrätalo,4079.0,1411
2021-06-01T20:49:06,2021-06-01T21:05:37,256,Herttoniemenranta,269,Peukaloisentie,2520.0,991
2021-06-01T20:49:05,2021-06-01T21:08:22,72,Eteläinen Hesperiankatu,113,Pasilan asema,3438.0,1151
2021-06-01T20:49:03,2021-06-01T20:51:59,541,"Aalto-yliopisto (M), Korkeakouluaukio",547,Jämeräntaival,690.0,172
2021-06-01T20:49:02,2021-06-01T20:58:54,22,Rautatientori / länsi,16,Liisanpuistikko,1494.0,588
2021-06-01T20:49:00,2021-06-01T22:32:26,9,Erottajan aukio,64,Tyynenmerenkatu,3020.0,6188
2021-06-01T20:48:58,2021-06-01T21:07:58,71,Hietaniemenkatu,94,Laajalahden aukio,3824.0,1135
2021-06-01T20:48:58,2021-06-01T21:04:57,511,Sateentie,555,Kalevalantie,3557.0,954
2021-06-01T20:48:57,2021-06-01T21:07:38,589,Haukilahdenranta,627,Piispansilta,2989.0,1115
2021-06-01T20:48:56,2021-06-01T21:03:57,74,Rajasaarentie,32,Eläinmuseo,2590.0,900
2021-06-01T20:48:56,2021-06-01T20:57:25,72,Eteläinen Hesperiankatu,78,Messeniuksenkatu,1878.0,505
2021-06-01T20:48:55,2021-06-01T21:09:25,245,Kulosaari (M),248,Gunillantie,5062.0,1227
2021-06-01T20:48:53,2021-06-01T20:55:02,747,Leppävaaran uimahalli,733,Läkkitori,1105.0,369
2021-06-01T20:48:52,2021-06-01T21:03:55,205,Ilmalan asema,212,Tunnelitie,1940.0,901
2021-06-01T20:48:49,2021-06-01T20:57:27,11,Unioninkatu,6,Hietalahdentori,1392.0,513
2021-06-01T20:48:45,2021-06-01T21:10:03,373,Mikkolantie,231,Siltavoudintie,3146.0,1276
2021-06-01T20:48:45,2021-06-01T20:52:56,579,Niittymaa,581,Niittykumpu (M),706.0,246
2021-06-01T20:48:44,2021-06-01T21:21:11,234,Otto Brandtin tie,208,Valimotie,8364.0,1943
2021-06-01T20:48:42,2021-06-01T20:59:04,91,Seurasaari,89,Tilkanvierto,2138.0,622
2021-06-01T20:48:42,2021-06-01T20:59:17,91,Seurasaari,89,Tilkanvierto,2046.0,631
2021-06-01T20:48:38,2021-06-01T21:04:23,7,Designmuseo,77,Nordenskiöldinaukio,3387.0,941
2021-06-01T20:48:38,2021-06-01T20:55:17,41,Ympyrätalo,122,Lintulahdenkatu,1147.0,395
2021-06-01T20:48:38,2021-06-01T21:02:23,527,Otsolahti,557,Louhentori,2514.0,812
2021-06-01T20:48:37,2021-06-01T20:58:59,33,Kauppakorkeakoulu,77,Nordenskiöldinaukio,1715.0,618
2021-06-01T20:48:35,2021-06-01T21:00:30,9,Erottajan aukio,202,Merihaka,2701.0,709
2021-06-01T20:48:34,2021-06-01T20:57:39,581,Niittykumpu (M),573,Urheilupuisto (M),1266.0,540
2021-06-01T20:48:33,2021-06-01T21:03:08,82,Töölöntulli,74,Rajasaarentie,1471.0,875
2021-06-01T20:48:31,2021-06-01T21:17:05,1,Kaivopuisto,32,Eläinmuseo,4464.0,1718
2021-06-01T20:48:26,2021-06-01T21:17:08,1,Kaivopuisto,32,Eläinmuseo,4288.0,1717
2021-06-01T20:48:26,2021-06-01T20:49:45,124,Isoisänsilta,124,Isoisänsilta,4.0,74
2021-06-01T20:48:22,2021-06-01T20:54:51,62,Välimerenkatu,5,Sepänkatu,1578.0,385
2021-06-01T20:48:18,2021-06-01T20:52:46,114,Ratapihantie,116,Linnanmäki,880.0,263
2021-06-01T20:48:17,2021-06-01T20:58:24,36,Apollonkatu,39,Ooppera,888.0,603
2021-06-01T20:48:17,2021-06-01T20:58:44,376,Torpparinmäentie,378,Paloheinäntie,2425.0,622
2021-06-01T20:48:14,2021-06-01T20:57:31,11,Unioninkatu,6,Hietalahdentori,1347.0,553
2021-06-01T20:48:12,2021-06-01T21:13:27,6,Hietalahdentori,95,Munkkiniemen aukio,5143.0,1510
2021-06-01T20:48:12,2021-06-01T20:58:17,126,Kalasatama (M),118,Fleminginkatu,1708.0,612
2021-06-01T20:48:11,2021-06-01T21:00:17,120,Mäkelänkatu,40,Hakaniemi (M),2256.0,722
2021-06-01T20:48:10,2021-06-01T21:03:20,94,Laajalahden aukio,209,Takomotie,2892.0,910
2021-06-01T20:48:07,2021-06-01T20:54:51,262,Siilitie (M),270,Tulisuontie,1170.0,400
2021-06-01T20:48:03,2021-06-01T20:55:23,142,Koskelantie,148,Juhana Herttuan tie,1762.0,437
2021-06-01T20:48:03,2021-06-01T20:56:35,18,Porthania,3,Kapteeninpuistikko,1478.0,509
2021-06-01T20:48:01,2021-06-01T21:16:45,235,Katariina Saksilaisen katu,44,Sörnäinen (M),4211.0,1720
2021-06-01T20:48:01,2021-06-01T20:50:38,275,Itäkeskus (M),272,Marjaniementie,649.0,156
2021-06-01T20:47:55,2021-06-01T21:01:59,16,Liisanpuistikko,1,Kaivopuisto,2585.0,840
2021-06-01T20:47:52,2021-06-01T21:03:18,94,Laajalahden aukio,209,Takomotie,2879.0,925
2021-06-01T20:47:51,2021-06-01T20:53:51,243,Mustikkamaa,124,Isoisänsilta,698.0,356
2021-06-01T20:47:49,2021-06-01T20:53:53,719,Säteri,711,Kirjurinkuja,1455.0,360
2021-06-01T20:47:49,2021-06-01T21:11:01,293,Korkeasaari,33,Kauppakorkeakoulu,5005.0,1392
2021-06-01T20:47:42,2021-06-01T20:54:10,727,Ratsutori,709,Yhdyskunnankuja,1039.0,384
2021-06-01T20:47:41,2021-06-01T21:00:07,16,Liisanpuistikko,1,Kaivopuisto,2636.0,746
2021-06-01T20:47:40,2021-06-01T21:06:50,225,Maunula,234,Otto Brandtin tie,3632.0,1149
2021-06-01T20:47:40,2021-06-01T20:57:06,91,Seurasaari,73,Kesäkatu,2264.0,560
2021-06-01T20:47:38,2021-06-01T20:59:56,41,Ympyrätalo,39,Ooppera,1936.0,736
2021-06-01T20:47:35,2021-06-01T21:13:20,82,Töölöntulli,220,Ida Aalbergin tie,5254.0,1541
2021-06-01T20:47:35,2021-06-01T20:57:01,91,Seurasaari,73,Kesäkatu,2272.0,562
2021-06-01T20:47:31,2021-06-01T20:49:57,50,Melkonkuja,52,Heikkilänaukio,873.0,145
2021-06-01T20:47:31,2021-06-01T21:00:48,64,Tyynenmerenkatu,30,Itämerentori,1268.0,640
2021-06-01T20:47:31,2021-06-01T20:52:21,243,Mustikkamaa,124,Isoisänsilta,728.0,286
2021-06-01T20:47:31,2021-06-01T20:48:15,205,Ilmalan asema,205,Ilmalan asema,8.0,42
2021-06-01T20:47:28,2021-06-01T22:29:54,6,Hietalahdentori,105,Tilkantori,5795.0,1583
2021-06-01T20:47:26,2021-06-01T21:03:24,81,Stenbäckinkatu,129,Pernajantie,2955.0,957
2021-06-01T20:47:25,2021-06-01T21:16:57,205,Ilmalan asema,19,Rautatientori / itä,5780.0,1767
2021-06-01T20:47:25,2021-06-01T20:52:18,635,Kuunkatu,639,Itäportti,798.0,289
2021-06-01T20:47:23,2021-06-01T21:09:15,529,Keilaniemi (M),30,Itämerentori,5601.0,1309
2021-06-01T20:47:23,2021-06-01T21:35:57,344,Puistolan asema,142,Koskelantie,9977.0,2911
2021-06-01T20:47:21,2021-06-01T20:52:02,243,Mustikkamaa,124,Isoisänsilta,710.0,276
2021-06-01T20:47:20,2021-06-01T20:47:27,293,Korkeasaari,293,Korkeasaari,0.0,6
2021-06-01T20:47:16,2021-06-01T20:50:35,114,Ratapihantie,116,Linnanmäki,810.0,198
2021-06-01T20:47:15,2021-06-01T20:53:36,101,Munkkivuoren ostoskeskus,103,Vihdintie,841.0,378
2021-06-01T20:47:13,2021-06-01T20:49:25,105,Tilkantori,104,Kriikunakuja,471.0,126
2021-06-01T20:47:08,2021-06-01T20:50:12,267,Roihupelto,262,Siilitie (M),884.0,183
2021-06-01T20:47:07,2021-06-01T20:57:56,59,Salmisaarenranta,36,Apollonkatu,2682.0,647
2021-06-01T20:46:59,2021-06-01T20:52:51,401,Koivusaari (M),501,Hanasaari,967.0,347
2021-06-01T20:46:58,2021-06-01T21:06:17,145,Pohjolankatu,41,Ympyrätalo,4280.0,1155
2021-06-01T20:46:58,2021-06-01T20:55:05,629,Piispanportti,581,Niittykumpu (M),1752.0,483
2021-06-01T20:46:57,2021-06-01T20:52:21,401,Koivusaari (M),501,Hanasaari,1015.0,323
2021-06-01T20:46:57,2021-06-01T21:01:46,11,Unioninkatu,65,Hernesaarenranta,2678.0,887
2021-06-01T20:46:57,2021-06-01T20:49:00,22,Rautatientori / länsi,22,Rautatientori / länsi,0.0,118
2021-06-01T20:46:52,2021-06-01T21:11:48,374,Etupellonpuisto,220,Ida Aalbergin tie,5527.0,1492
2021-06-01T20:46:45,2021-06-01T21:00:52,46,Diakoniapuisto,67,Perämiehenkatu,3818.0,842
2021-06-01T20:46:45,2021-06-01T21:06:26,201,Länsisatamankuja,112,Rautatieläisenkatu,5905.0,1177
2021-06-01T20:46:44,2021-06-01T21:09:01,149,Toinen linja,71,Hietaniemenkatu,3916.0,1333
2021-06-01T20:46:40,2021-06-01T20:58:12,135,Velodrominrinne,118,Fleminginkatu,1719.0,688
2021-06-01T20:46:37,2021-06-01T20:59:57,31,Marian sairaala,58,Lauttasaarensilta,2332.0,797
2021-06-01T20:46:37,2021-06-01T20:53:56,86,Kuusitie,94,Laajalahden aukio,1782.0,435
2021-06-01T20:46:35,2021-06-01T21:01:15,6,Hietalahdentori,37,Töölönkatu,2646.0,875
2021-06-01T20:46:33,2021-06-01T21:02:31,293,Korkeasaari,42,Haapaniemenkatu,2605.0,955
2021-06-01T20:46:31,2021-06-01T21:02:30,8,Vanha kirkkopuisto,114,Ratapihantie,3957.0,953
2021-06-01T20:46:28,2021-06-01T20:56:43,67,Perämiehenkatu,64,Tyynenmerenkatu,1468.0,402
2021-06-01T20:46:27,2021-06-01T20:54:13,306,Kauppakeskus Columbus,317,Haapasaarentie,1562.0,462
2021-06-01T20:46:23,2021-06-01T21:08:19,140,Verkatehtaanpuisto,241,Agronominkatu,4739.0,1311
2021-06-01T20:46:21,2021-06-01T20:49:30,44,Sörnäinen (M),45,Brahen kenttä,579.0,184
2021-06-01T20:46:10,2021-06-01T20:52:52,30,Itämerentori,68,Albertinkatu,1513.0,398
2021-06-01T20:46:09,2021-06-01T20:50:06,267,Roihupelto,262,Siilitie (M),888.0,235
2021-06-01T20:46:05,2021-06-01T20:50:05,267,Roihupelto,262,Siilitie (M),876.0,234
2021-06-01T20:46:04,2021-06-01T21:01:38,73,Kesäkatu,96,Huopalahdentie,2962.0,935
2021-06-01T20:46:04,2021-06-01T20:49:34,131,Elimäenkatu,114,Ratapihantie,610.0,206
2021-06-01T20:46:00,2021-06-01T20:49:56,267,Roihupelto,262,Siilitie (M),855.0,231
2021-06-01T20:45:57,2021-06-01T20:49:49,267,Roihupelto,262,Siilitie (M),980.0,228
2021-06-01T20:45:56,2021-06-01T21:01:46,73,Kesäkatu,96,Huopalahdentie,2953.0,949
2021-06-01T20:45:56,2021-06-01T20:50:02,267,Roihupelto,262,Siilitie (M),1014.0,241
2021-06-01T20:45:56,2021-06-01T20:50:08,267,Roihupelto,262,Siilitie (M),859.0,247
2021-06-01T20:45:50,2021-06-01T20:58:28,591,Mellstenintie,581,Niittykumpu (M),2990.0,756
2021-06-01T20:45:49,2021-06-01T20:50:22,141,Intiankatu,137,Arabian kauppakeskus,833.0,268
